ident;lat;long;y_proj;x_proj
1.1.21-2; ; ;-1.516416327;20763369.87
1.1.21-2;-16.37345589;-71.52849121;-1938181.228;2839542.14
1.1.21-2;-16.37354183;-71.52850316;-1938191.173;2839539.665
1.1.21-2;-16.37366088;-71.52856098;-1938204.429;2839531.556
1.1.21-2;-16.37370056;-71.52837888;-1938211.384;2839551.69
1.1.21-2;-16.3736966;-71.52829652;-1938211.954;2839561.081
1.1.21-2;-16.3737;-71.52812368;-1938214.53;2839580.639
1.1.21-2;-16.37375978;-71.52801887;-1938222.871;2839591.746
1.1.21-2;-16.37370523;-71.52795499;-1938217.267;2839599.701
1.1.21-2;-16.37368288;-71.52797267;-1938214.418;2839597.988
1.1.21-2;-16.37363821;-71.52802704;-1938208.486;2839592.404
1.1.21-2;-16.37362144;-71.52806558;-1938206.032;2839588.252
1.1.21-2;-16.37359715;-71.52813883;-1938202.256;2839580.262
1.1.21-2;-16.37356532;-71.52821435;-1938197.566;2839572.111
1.1.21-2;-16.3735147;-71.52830963;-1938190.421;2839561.966
1.1.21-2;-16.37346608;-71.52836817;-1938183.973;2839555.961
1.1.21-2;-16.37330051;-71.52850852;-1938162.756;2839542.203
1.1.21-2;-16.37337944;-71.52857913;-1938171.141;2839533.166
1.1.53-1; ; ;-1.516416327;20763369.87
1.1.53-1;-16.36226067;-71.50428861;-1937170.705;2842433.193
1.1.53-1;-16.36259563;-71.50388455;-1937215.15;2842474.656
1.1.53-1;-16.36186163;-71.50312751;-1937138.445;2842570.105
1.1.53-1;-16.36146681;-71.5035431;-1937086.823;2842528.114
1.1.53-2; ; ;-1.516416327;20763369.87
1.1.53-2;-16.36231427;-71.50266397;-1937197.466;2842616.78
1.1.53-2;-16.36191333;-71.50307493;-1937145.183;2842575.394
1.1.53-2;-16.36242439;-71.50359684;-1937198.654;2842509.526
1.1.53-2;-16.36282853;-71.50314823;-1937251.788;2842555.14
1.1.53-3; ; ;-1.516416327;20763369.87
1.1.53-3;-16.36309148;-71.50329243;-1937280.865;2842535.353
1.1.53-3;-16.36338267;-71.50276734;-1937321.692;2842591.114
1.1.53-3;-16.36279797;-71.5021685;-1937260.538;2842666.672
1.1.53-3;-16.36239444;-71.50259318;-1937207.777;2842623.764
1.1.53-4; ; ;-1.516416327;20763369.87
1.1.53-4;-16.36342847;-71.50272205;-1937327.644;2842595.655
1.1.53-4;-16.36372507;-71.50219813;-1937369.091;2842651.214
1.1.53-4;-16.36323462;-71.50168958;-1937317.873;2842715.299
1.1.53-4;-16.36284155;-71.50211661;-1937266.312;2842671.989
1.1.53-5; ; ;-1.516416327;20763369.87
